id;"first_name";"last_name";age;"job";"marital";"education";"default";balance;"housing";"loan";"contact";day;"month";duration;campaign;pdays;previous;"poutcome";"y"
25094;"Glória";"Resende Mendes";51;"management";"married";"tertiary";"no";5343;"no";"no";"cellular";18;"nov";54;1;-1;0;"unknown";"no"
25095;"Gil";"Nunes Henriques";36;"self-employed";"divorced";"tertiary";"no";149;"no";"no";"cellular";18;"nov";257;2;-1;0;"unknown";"no"
25096;"Armando";"Vieira Castro";35;"management";"married";"tertiary";"no";4943;"yes";"no";"cellular";18;"nov";295;1;124;2;"failure";"no"
25097;"Marta";"Mota Nogueira";42;"management";"married";"tertiary";"no";2110;"no";"yes";"cellular";18;"nov";67;1;110;2;"failure";"no"
25098;"Lourenço";"Leite Queirós";34;"technician";"married";"tertiary";"no";544;"yes";"yes";"cellular";18;"nov";58;2;-1;0;"unknown";"no"
25099;"Íris";"Matos Maia";38;"admin.";"single";"tertiary";"no";4;"yes";"yes";"cellular";18;"nov";71;3;-1;0;"unknown";"no"
25100;"Isidro";"Campos Macedo";41;"entrepreneur";"married";"primary";"no";0;"yes";"yes";"cellular";18;"nov";311;1;-1;0;"unknown";"no"
25101;"Fernanda";"Moreira Carvalho";52;"housemaid";"married";"secondary";"no";1182;"yes";"no";"cellular";18;"nov";103;1;-1;0;"unknown";"no"
25102;"Norberto";"Jesus Queirós";35;"technician";"married";"secondary";"no";1854;"yes";"no";"cellular";18;"nov";401;2;-1;0;"unknown";"no"
25103;"Rosa";"Pires Figueiredo";34;"technician";"single";"secondary";"no";1259;"yes";"no";"cellular";18;"nov";121;1;-1;0;"unknown";"no"
25104;"Matias";"Correia Morais";36;"technician";"married";"secondary";"no";6384;"yes";"yes";"cellular";18;"nov";97;1;-1;0;"unknown";"no"
25105;"Elias";"Paiva Camacho";50;"management";"married";"tertiary";"no";-151;"yes";"no";"cellular";18;"nov";63;2;-1;0;"unknown";"no"
25106;"Margarida";"Tavares Barros";32;"entrepreneur";"married";"secondary";"no";1996;"yes";"no";"cellular";18;"nov";271;1;-1;0;"unknown";"no"
25107;"Virgílio";"Matos Lopes";50;"admin.";"single";"secondary";"no";642;"no";"no";"cellular";18;"nov";435;1;-1;0;"unknown";"no"
25108;"Gabriel";"Guerreiro Botelho";42;"housemaid";"divorced";"tertiary";"no";364;"no";"no";"cellular";18;"nov";52;1;-1;0;"unknown";"no"
25109;"Andreia";"Sampaio Paiva";59;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";18;"nov";167;2;-1;0;"unknown";"no"
25110;"Paulina";"Machado Caetano";32;"technician";"single";"secondary";"no";28;"yes";"no";"cellular";18;"nov";368;1;-1;0;"unknown";"no"
25111;"Mateus";"Leite Nunes";49;"management";"single";"tertiary";"no";1093;"yes";"no";"cellular";18;"nov";152;1;-1;0;"unknown";"no"
25112;"Daniela";"Figueiredo Branco";34;"management";"married";"tertiary";"no";-85;"no";"no";"cellular";18;"nov";107;1;-1;0;"unknown";"no"
25113;"Cristina";"Barbosa Bernardes";34;"management";"married";"tertiary";"no";63;"no";"no";"cellular";18;"nov";83;1;102;2;"failure";"no"
25114;"Madalena";"Martins Vieira";41;"technician";"single";"tertiary";"no";159;"no";"no";"cellular";18;"nov";164;1;-1;0;"unknown";"no"
25115;"Jorge";"Aguiar Silva";57;"entrepreneur";"married";"tertiary";"no";729;"no";"no";"cellular";18;"nov";475;1;-1;0;"unknown";"no"
25116;"Jorge";"Moreira Almeida";31;"management";"single";"secondary";"no";99;"yes";"yes";"cellular";18;"nov";125;1;-1;0;"unknown";"no"
25117;"Lúcia";"Sousa Neves";30;"management";"single";"secondary";"no";460;"yes";"no";"cellular";18;"nov";86;1;-1;0;"unknown";"no"
25118;"Rodrigo";"Queirós Bastos";54;"management";"married";"tertiary";"no";214;"yes";"no";"cellular";18;"nov";68;1;-1;0;"unknown";"no"
25119;"Solange";"Henriques Freitas";32;"blue-collar";"single";"secondary";"no";118;"yes";"no";"cellular";18;"nov";216;1;124;1;"success";"no"
25120;"Valter";"Bento Vieira";49;"blue-collar";"single";"primary";"yes";-2604;"yes";"no";"cellular";18;"nov";142;1;-1;0;"unknown";"no"
25121;"Micaela";"Botelho Serra";50;"self-employed";"single";"tertiary";"no";21;"yes";"no";"cellular";18;"nov";157;1;188;1;"failure";"no"
25122;"Benjamim";"Correia Sousa";30;"management";"single";"tertiary";"no";12569;"no";"no";"cellular";18;"nov";87;1;-1;0;"unknown";"no"
25123;"Júlio";"Ramos Aguiar";30;"management";"married";"tertiary";"no";900;"no";"no";"cellular";18;"nov";123;1;124;2;"failure";"no"
25124;"Amália";"Monteiro Machado";32;"management";"single";"tertiary";"no";27;"yes";"no";"cellular";18;"nov";261;1;-1;0;"unknown";"no"
25125;"Firmino";"Sampaio Botelho";35;"blue-collar";"married";"secondary";"no";87;"no";"no";"cellular";18;"nov";60;2;-1;0;"unknown";"no"
25126;"Patrício";"Azevedo Bento";32;"admin.";"married";"secondary";"no";1785;"yes";"no";"cellular";18;"nov";51;2;154;6;"other";"no"
25127;"Madalena";"Ramos Magalhães";55;"services";"married";"secondary";"no";3546;"yes";"yes";"cellular";18;"nov";588;1;110;2;"failure";"no"
25128;"Alexandra";"Leal Ventura";40;"self-employed";"married";"secondary";"no";1216;"yes";"no";"cellular";18;"nov";52;1;-1;0;"unknown";"no"
25129;"Lúcia";"Rocha Paiva";31;"admin.";"married";"secondary";"no";113;"yes";"no";"cellular";18;"nov";474;3;-1;0;"unknown";"no"
25130;"Cristina";"Henriques Soares";32;"management";"married";"tertiary";"no";1667;"yes";"no";"cellular";18;"nov";164;2;179;3;"failure";"no"
25131;"Fátima";"Torres Almeida";38;"blue-collar";"married";"secondary";"no";2008;"yes";"no";"cellular";18;"nov";354;1;-1;0;"unknown";"no"
25132;"Vicente";"Carvalho Campos";34;"blue-collar";"married";"primary";"no";2320;"yes";"no";"cellular";18;"nov";63;1;-1;0;"unknown";"no"
25133;"Firmino";"Monteiro Oliveira";32;"services";"single";"secondary";"no";2251;"yes";"yes";"cellular";18;"nov";131;1;124;1;"failure";"no"
25134;"Liliana";"Nunes Araújo";31;"admin.";"single";"secondary";"no";2076;"no";"yes";"cellular";18;"nov";178;1;127;7;"other";"no"
25135;"Sandra";"Neves Azevedo";32;"services";"divorced";"secondary";"no";453;"yes";"no";"cellular";18;"nov";331;2;-1;0;"unknown";"no"
25136;"Roberto";"Correia Jesus";46;"blue-collar";"single";"primary";"no";3046;"yes";"yes";"cellular";18;"nov";84;1;183;1;"other";"no"
25137;"Valentim";"Jesus Figueiredo";44;"technician";"married";"secondary";"no";533;"yes";"no";"cellular";18;"nov";127;1;110;2;"failure";"no"
25138;"Martim";"Serra Ramos";35;"management";"single";"tertiary";"no";2928;"yes";"no";"cellular";18;"nov";54;1;-1;0;"unknown";"no"
25139;"Ana";"Brito Ferreira";56;"technician";"married";"secondary";"no";803;"no";"no";"cellular";18;"nov";432;2;-1;0;"unknown";"no"
25140;"Diana";"Leite Xavier";32;"management";"married";"tertiary";"no";3442;"no";"no";"cellular";18;"nov";475;1;-1;0;"unknown";"no"
25141;"Gabriela";"Pinheiro Magalhães";48;"management";"married";"tertiary";"no";-1080;"yes";"yes";"cellular";18;"nov";76;3;-1;0;"unknown";"no"
25142;"Vanessa";"Aguiar Carvalho";33;"management";"single";"tertiary";"no";275;"no";"no";"cellular";18;"nov";348;1;-1;0;"unknown";"no"
25143;"Afonso";"Esteves Lopes";36;"entrepreneur";"married";"secondary";"no";215;"yes";"yes";"cellular";18;"nov";309;1;-1;0;"unknown";"no"
25144;"Valter";"Esteves Botelho";51;"blue-collar";"divorced";"secondary";"no";1524;"yes";"no";"cellular";18;"nov";112;2;-1;0;"unknown";"no"
25145;"Matias";"Brito Lopes";57;"technician";"married";"secondary";"no";6362;"yes";"yes";"cellular";18;"nov";66;1;-1;0;"unknown";"no"
25146;"Francisco";"Lima Costa";58;"admin.";"married";"secondary";"no";5680;"no";"yes";"cellular";18;"nov";237;2;-1;0;"unknown";"no"
25147;"Ondina";"Sousa Oliveira";36;"blue-collar";"married";"secondary";"no";2894;"yes";"no";"cellular";18;"nov";91;1;124;1;"failure";"no"
25148;"Osvaldo";"Ferreira Teixeira";32;"self-employed";"single";"tertiary";"no";519;"yes";"no";"cellular";18;"nov";72;1;-1;0;"unknown";"no"
25149;"Ivo";"Lopes Ventura";34;"management";"married";"tertiary";"no";11;"yes";"no";"cellular";18;"nov";123;1;124;1;"failure";"no"
25150;"César";"Vieira Melo";35;"entrepreneur";"married";"secondary";"no";1309;"yes";"no";"cellular";18;"nov";73;3;-1;0;"unknown";"no"
25151;"Roberto";"Castro Lopes";36;"self-employed";"married";"secondary";"no";44;"yes";"no";"cellular";18;"nov";199;1;-1;0;"unknown";"no"
25152;"Ivo";"Gomes Brito";32;"management";"married";"tertiary";"no";3107;"yes";"yes";"cellular";18;"nov";165;2;116;1;"failure";"no"
25153;"Íris";"Guerreiro Cardoso";50;"blue-collar";"married";"secondary";"no";1984;"yes";"no";"telephone";18;"nov";212;3;-1;0;"unknown";"no"
25154;"Bernardo";"Nunes Carvalho";48;"blue-collar";"married";"secondary";"no";3008;"yes";"yes";"cellular";18;"nov";163;1;187;3;"failure";"no"
25155;"Eduarda";"Tavares Cruz";48;"management";"married";"tertiary";"no";1600;"no";"no";"cellular";18;"nov";448;1;-1;0;"unknown";"no"
25156;"Gonçalo";"Cruz Almeida";32;"management";"married";"tertiary";"no";1636;"yes";"no";"cellular";18;"nov";124;1;-1;0;"unknown";"no"
25157;"Gil";"Branco Rocha";54;"management";"divorced";"primary";"no";210;"no";"no";"cellular";18;"nov";178;1;-1;0;"unknown";"no"
25158;"Lúcia";"Ribeiro Branco";48;"management";"single";"tertiary";"no";648;"yes";"no";"cellular";18;"nov";290;1;110;2;"failure";"no"
25159;"Álvaro";"Marques Reis";31;"blue-collar";"single";"secondary";"no";545;"yes";"no";"cellular";18;"nov";195;2;-1;0;"unknown";"no"
25160;"Benjamim";"Matos Soares";51;"unemployed";"divorced";"tertiary";"no";5;"no";"no";"cellular";18;"nov";124;1;-1;0;"unknown";"no"
25161;"Paula";"Lopes Araújo";38;"management";"married";"tertiary";"yes";540;"no";"no";"cellular";18;"nov";205;1;-1;0;"unknown";"no"
25162;"Mónica";"Oliveira Cunha";48;"blue-collar";"married";"primary";"no";-298;"yes";"no";"cellular";18;"nov";77;1;-1;0;"unknown";"no"
25163;"Matias";"Alves Paiva";48;"unemployed";"married";"primary";"no";484;"no";"no";"cellular";18;"nov";399;1;-1;0;"unknown";"no"
25164;"Catarina";"Figueiredo Lima";35;"admin.";"married";"secondary";"no";421;"yes";"no";"cellular";18;"nov";350;1;-1;0;"unknown";"no"
25165;"Helena";"Freitas Lourenço";41;"self-employed";"married";"tertiary";"no";6000;"yes";"no";"cellular";18;"nov";265;1;-1;0;"unknown";"no"
25166;"Adriana";"Oliveira Bernardes";39;"services";"married";"secondary";"no";173;"yes";"no";"cellular";18;"nov";96;2;182;2;"failure";"no"
25167;"Jorge";"Sampaio Alves";54;"management";"married";"tertiary";"yes";0;"no";"yes";"cellular";18;"nov";283;1;-1;0;"unknown";"no"
25168;"Mafalda";"Tavares Bastos";36;"services";"married";"secondary";"no";0;"yes";"no";"cellular";18;"nov";1093;2;-1;0;"unknown";"no"
25169;"Lara";"Gomes Vieira";45;"self-employed";"married";"tertiary";"no";35589;"no";"no";"telephone";18;"nov";570;2;-1;0;"unknown";"no"
25170;"Ivo";"Cabral Leite";52;"entrepreneur";"married";"tertiary";"yes";-2;"no";"no";"cellular";18;"nov";245;1;-1;0;"unknown";"no"
25171;"Isidro";"Mendes Soares";52;"self-employed";"single";"secondary";"no";207;"no";"yes";"cellular";18;"nov";179;1;-1;0;"unknown";"no"
25172;"Hélder";"Vaz Serra";34;"management";"married";"tertiary";"no";10031;"yes";"no";"cellular";18;"nov";65;2;-1;0;"unknown";"no"
25173;"Catarina";"Nunes Araújo";38;"self-employed";"married";"tertiary";"no";3139;"yes";"no";"cellular";18;"nov";177;2;-1;0;"unknown";"no"
25174;"Valentim";"Cunha Brito";39;"management";"married";"tertiary";"no";514;"no";"no";"telephone";18;"nov";155;4;-1;0;"unknown";"no"
25175;"Laura";"Serra Costa";38;"entrepreneur";"married";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";185;3;-1;0;"unknown";"no"
25176;"Octávio";"Nunes Ventura";47;"admin.";"single";"secondary";"no";19;"yes";"yes";"cellular";18;"nov";90;2;123;1;"failure";"no"
25177;"Beatriz";"Aguiar Magalhães";34;"services";"divorced";"secondary";"no";107;"no";"yes";"cellular";18;"nov";110;2;-1;0;"unknown";"no"
25178;"Tânia";"Nunes Gonçalves";52;"blue-collar";"married";"tertiary";"no";297;"yes";"no";"cellular";18;"nov";62;2;195;1;"failure";"no"
25179;"Luís";"Araújo Camacho";57;"management";"divorced";"tertiary";"no";236;"no";"no";"cellular";18;"nov";120;2;-1;0;"unknown";"no"
25180;"Marco";"Magalhães Domingues";41;"management";"married";"tertiary";"no";25;"no";"no";"cellular";18;"nov";431;2;-1;0;"unknown";"no"
25181;"Vasco";"Correia Soares";41;"management";"married";"secondary";"no";99;"yes";"no";"cellular";18;"nov";157;2;-1;0;"unknown";"no"
25182;"Tânia";"Lourenço Gomes";59;"technician";"divorced";"secondary";"no";797;"yes";"no";"cellular";18;"nov";319;2;165;2;"failure";"no"
25183;"Valentim";"Reis Araújo";34;"blue-collar";"single";"secondary";"no";20;"yes";"yes";"cellular";18;"nov";262;2;-1;0;"unknown";"no"
25184;"Roberto";"Ribeiro Domingues";45;"management";"married";"tertiary";"no";0;"no";"no";"cellular";18;"nov";179;2;-1;0;"unknown";"no"
25185;"Fátima";"Abreu Esteves";36;"services";"single";"secondary";"no";1482;"yes";"no";"cellular";18;"nov";177;2;174;1;"other";"no"
25186;"Filipa";"Pinheiro Botelho";48;"management";"single";"tertiary";"no";3713;"yes";"yes";"cellular";18;"nov";157;2;-1;0;"unknown";"no"
25187;"Gabriel";"Pacheco Amaral";40;"management";"married";"tertiary";"no";11;"yes";"no";"cellular";18;"nov";65;2;-1;0;"unknown";"no"
25188;"José";"Mendes Monteiro";38;"entrepreneur";"married";"tertiary";"no";678;"no";"yes";"cellular";18;"nov";82;2;152;1;"failure";"no"
25189;"Patrício";"Cabral Ramos";36;"self-employed";"divorced";"secondary";"no";-38;"yes";"no";"cellular";18;"nov";244;2;-1;0;"unknown";"no"
25190;"Carlos";"Sampaio Melo";47;"admin.";"single";"secondary";"no";2540;"no";"no";"cellular";18;"nov";110;5;-1;0;"unknown";"no"
25191;"Samuel";"Santos Paiva";42;"entrepreneur";"married";"tertiary";"no";337;"yes";"yes";"cellular";18;"nov";63;3;-1;0;"unknown";"no"
25192;"Laura";"Bastos Nogueira";45;"management";"married";"tertiary";"no";-73;"no";"no";"cellular";18;"nov";125;2;-1;0;"unknown";"no"
25193;"Carla";"Caetano Guerreiro";39;"services";"married";"unknown";"no";10189;"yes";"no";"cellular";18;"nov";186;2;123;2;"failure";"no"
25194;"Lara";"Fernandes Morais";57;"management";"married";"tertiary";"no";1357;"yes";"yes";"cellular";18;"nov";97;2;-1;0;"unknown";"no"
25195;"Zélia";"Campos Santos";52;"entrepreneur";"married";"tertiary";"no";507;"no";"no";"cellular";18;"nov";123;2;-1;0;"unknown";"no"
25196;"Rosa";"Valente Macedo";39;"entrepreneur";"married";"secondary";"no";11887;"no";"no";"cellular";18;"nov";1181;2;-1;0;"unknown";"yes"
25197;"Filipa";"Freitas Magalhães";55;"entrepreneur";"married";"tertiary";"no";78;"no";"no";"cellular";18;"nov";115;2;-1;0;"unknown";"no"
25198;"Catarina";"Magalhães Maia";33;"technician";"married";"secondary";"no";2746;"yes";"no";"cellular";18;"nov";188;2;-1;0;"unknown";"no"
25199;"Lara";"Magalhães Monteiro";36;"management";"married";"secondary";"no";-148;"no";"no";"cellular";18;"nov";144;2;-1;0;"unknown";"no"
25200;"Ondina";"Leal Lopes";54;"blue-collar";"married";"secondary";"no";506;"yes";"no";"cellular";18;"nov";172;2;104;2;"failure";"no"
25201;"Francisca";"Queirós Alves";36;"services";"single";"secondary";"no";461;"no";"no";"cellular";18;"nov";434;2;-1;0;"unknown";"no"
25202;"Lúcia";"Magalhães Reis";46;"services";"single";"secondary";"no";897;"yes";"no";"telephone";18;"nov";82;2;-1;0;"unknown";"no"
25203;"Fátima";"Serra Domingues";33;"admin.";"married";"tertiary";"no";99;"yes";"yes";"cellular";18;"nov";55;2;-1;0;"unknown";"no"
25204;"Elias";"Baptista Alves";51;"management";"married";"tertiary";"no";-516;"yes";"no";"cellular";18;"nov";120;2;187;2;"failure";"no"
25205;"Hélder";"Raposo Resende";59;"housemaid";"single";"secondary";"no";26172;"no";"no";"cellular";18;"nov";54;2;-1;0;"unknown";"no"
25206;"Marco";"Morais Valente";44;"management";"single";"tertiary";"no";1356;"no";"yes";"cellular";18;"nov";264;2;134;2;"other";"no"
25207;"Olga";"Santos Oliveira";35;"management";"married";"tertiary";"no";646;"yes";"no";"cellular";18;"nov";84;2;-1;0;"unknown";"no"
25208;"Cristiano";"Reis Gonçalves";47;"blue-collar";"married";"primary";"no";1533;"no";"yes";"cellular";18;"nov";273;2;96;4;"failure";"no"
25209;"Vicente";"Araújo Marques";36;"blue-collar";"married";"secondary";"no";801;"yes";"yes";"cellular";18;"nov";250;2;-1;0;"unknown";"no"
25210;"Vera";"Fonseca Henriques";32;"management";"single";"secondary";"no";416;"yes";"no";"cellular";18;"nov";268;2;-1;0;"unknown";"no"
25211;"Inês";"Monteiro Cordeiro";31;"blue-collar";"single";"secondary";"no";530;"no";"yes";"cellular";18;"nov";251;2;-1;0;"unknown";"no"
25212;"Octávio";"Machado Vieira";41;"technician";"married";"secondary";"no";862;"no";"no";"cellular";18;"nov";474;2;-1;0;"unknown";"no"
25213;"Mateus";"Moreira Esteves";58;"services";"married";"secondary";"no";4428;"no";"no";"telephone";18;"nov";234;3;-1;0;"unknown";"no"
25214;"Luís";"Almeida Garcia";34;"blue-collar";"married";"primary";"no";500;"yes";"no";"cellular";18;"nov";240;2;182;1;"failure";"no"
25215;"Irene";"Mota Borges";49;"management";"divorced";"tertiary";"no";0;"yes";"no";"telephone";18;"nov";32;2;-1;0;"unknown";"no"
25216;"Rita";"Caetano Garcia";40;"management";"married";"tertiary";"no";5;"yes";"no";"cellular";18;"nov";219;3;-1;0;"unknown";"no"
25217;"Diana";"Leite Campos";45;"technician";"single";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";139;2;-1;0;"unknown";"no"
25218;"Constança";"Andrade Cunha";48;"admin.";"married";"secondary";"no";1208;"no";"no";"telephone";18;"nov";126;4;-1;0;"unknown";"no"
25219;"Osvaldo";"Jesus Gonçalves";59;"entrepreneur";"married";"tertiary";"no";1553;"no";"yes";"cellular";18;"nov";79;2;-1;0;"unknown";"no"
25220;"Sofia";"Teixeira Jesus";40;"technician";"single";"secondary";"no";2141;"no";"no";"cellular";18;"nov";107;3;-1;0;"unknown";"no"
25221;"André";"Ventura Salgado";54;"admin.";"married";"secondary";"no";3729;"no";"yes";"cellular";18;"nov";597;2;116;1;"other";"no"
25222;"Sílvia";"Borges Tavares";47;"management";"married";"secondary";"no";21;"yes";"no";"cellular";18;"nov";229;2;-1;0;"unknown";"no"
25223;"Marco";"Antunes Valente";33;"services";"married";"secondary";"no";244;"yes";"no";"cellular";18;"nov";231;2;-1;0;"unknown";"no"
25224;"Letícia";"Coelho Duarte";48;"housemaid";"single";"secondary";"no";1042;"no";"no";"telephone";18;"nov";129;2;-1;0;"unknown";"no"
25225;"Nelson";"Bento Nogueira";30;"blue-collar";"married";"secondary";"no";246;"yes";"no";"cellular";18;"nov";166;2;113;5;"failure";"no"
25226;"Mariana";"Abreu Castro";33;"unemployed";"divorced";"secondary";"no";0;"yes";"no";"cellular";18;"nov";91;2;-1;0;"unknown";"no"
25227;"Salomé";"Reis Andrade";36;"management";"married";"tertiary";"no";-92;"no";"yes";"cellular";18;"nov";196;3;-1;0;"unknown";"no"
25228;"Mateus";"Fernandes Ferreira";59;"retired";"married";"tertiary";"no";4589;"no";"no";"cellular";18;"nov";94;2;-1;0;"unknown";"no"
25229;"Rúben";"Tavares Camacho";43;"management";"single";"tertiary";"no";-56;"yes";"no";"cellular";18;"nov";146;2;151;14;"failure";"no"
25230;"Vera";"Jesus Resende";52;"services";"married";"secondary";"no";2257;"yes";"no";"telephone";18;"nov";102;2;188;1;"failure";"no"
25231;"Bruno";"Vieira Serra";36;"blue-collar";"married";"secondary";"no";402;"no";"yes";"cellular";18;"nov";86;2;154;1;"failure";"no"
25232;"Tiago";"Resende Bernardes";33;"student";"single";"tertiary";"no";4;"yes";"no";"cellular";18;"nov";203;2;-1;0;"unknown";"no"
25233;"Cristiano";"Duarte Machado";31;"management";"married";"unknown";"no";668;"no";"no";"cellular";18;"nov";75;2;-1;0;"unknown";"no"
25234;"Gabriela";"Brito Costa";39;"management";"married";"secondary";"no";517;"yes";"no";"cellular";18;"nov";387;3;196;2;"failure";"no"
25235;"Eduarda";"Pacheco Lima";32;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";244;2;168;1;"other";"no"
25236;"Graça";"Bastos Machado";46;"management";"married";"tertiary";"no";0;"no";"no";"cellular";18;"nov";716;2;110;3;"other";"yes"
25237;"Elsa";"Baptista Nogueira";39;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";18;"nov";420;2;-1;0;"unknown";"no"
25238;"Luísa";"Mota Nunes";33;"management";"married";"secondary";"no";480;"yes";"no";"cellular";18;"nov";422;2;-1;0;"unknown";"no"
25239;"Patrício";"Henriques Simões";45;"management";"single";"tertiary";"no";5694;"yes";"no";"cellular";18;"nov";145;2;193;2;"failure";"no"
25240;"Nelson";"Coelho Teixeira";54;"self-employed";"married";"tertiary";"no";368;"no";"no";"cellular";18;"nov";74;2;110;4;"failure";"no"
25241;"Lourenço";"Gomes Cruz";43;"services";"married";"primary";"no";-2122;"yes";"yes";"cellular";18;"nov";141;3;-1;0;"unknown";"no"
25242;"Francisca";"Pires Bernardes";41;"entrepreneur";"married";"secondary";"no";-1882;"yes";"no";"cellular";18;"nov";17;5;151;2;"other";"no"
25243;"Reinaldo";"Moreira Aguiar";35;"admin.";"married";"secondary";"no";122;"yes";"no";"cellular";18;"nov";51;4;-1;0;"unknown";"no"
25244;"Gonçalo";"Moreira Barbosa";36;"technician";"divorced";"tertiary";"no";1174;"yes";"no";"cellular";18;"nov";192;2;-1;0;"unknown";"no"
25245;"Telma";"Lourenço Caetano";59;"management";"married";"tertiary";"no";3969;"no";"no";"cellular";18;"nov";464;3;-1;0;"unknown";"no"
25246;"Bruno";"Cabral Ribeiro";36;"entrepreneur";"single";"secondary";"no";296;"no";"no";"cellular";18;"nov";67;2;111;2;"failure";"no"
25247;"Micaela";"Bastos Silva";31;"admin.";"married";"secondary";"no";0;"yes";"yes";"cellular";18;"nov";79;3;-1;0;"unknown";"no"
25248;"Liliana";"Guerreiro Lopes";36;"management";"married";"tertiary";"no";549;"yes";"no";"cellular";18;"nov";72;2;-1;0;"unknown";"no"
25249;"Emília";"Costa Serra";50;"admin.";"single";"secondary";"no";5816;"yes";"no";"telephone";18;"nov";119;2;-1;0;"unknown";"no"
25250;"Elias";"Rodrigues Rebelo";39;"admin.";"single";"secondary";"no";720;"yes";"no";"telephone";18;"nov";47;3;-1;0;"unknown";"no"
25251;"Glória";"Xavier Abreu";38;"technician";"married";"secondary";"no";508;"yes";"no";"cellular";18;"nov";722;3;175;2;"failure";"no"
25252;"Benedita";"Paiva Melo";58;"management";"divorced";"tertiary";"no";5037;"yes";"no";"cellular";18;"nov";1437;2;-1;0;"unknown";"yes"
25253;"Eduardo";"Matos Alves";32;"housemaid";"married";"tertiary";"no";357;"yes";"no";"cellular";18;"nov";175;2;-1;0;"unknown";"no"
25254;"Júlio";"Andrade Lopes";36;"technician";"single";"primary";"no";2169;"yes";"no";"cellular";18;"nov";133;2;110;3;"other";"no"
25255;"Gaspar";"Silva Tavares";36;"technician";"divorced";"secondary";"no";5957;"yes";"no";"cellular";18;"nov";138;2;-1;0;"unknown";"no"
25256;"André";"Macedo Barbosa";50;"management";"married";"tertiary";"no";2570;"no";"no";"cellular";18;"nov";273;2;-1;0;"unknown";"no"
25257;"Manuel";"Salgado Fernandes";44;"technician";"married";"secondary";"no";2626;"yes";"no";"cellular";18;"nov";170;2;188;3;"failure";"no"
25258;"Tânia";"Raposo Sampaio";38;"admin.";"married";"tertiary";"no";605;"no";"no";"cellular";18;"nov";147;2;-1;0;"unknown";"no"
25259;"Custódio";"Faria Pacheco";51;"management";"married";"tertiary";"no";2934;"yes";"no";"cellular";18;"nov";727;4;-1;0;"unknown";"no"
25260;"Elias";"Ventura Teixeira";38;"management";"divorced";"unknown";"no";0;"yes";"no";"cellular";18;"nov";96;2;-1;0;"unknown";"no"
25261;"Jacinta";"Torres Borges";59;"entrepreneur";"married";"primary";"no";124;"yes";"no";"cellular";18;"nov";531;3;134;7;"failure";"no"
25262;"Renato";"Bento Brito";46;"management";"married";"primary";"no";1267;"yes";"yes";"cellular";18;"nov";187;2;-1;0;"unknown";"no"
25263;"Afonso";"Sousa Mendes";37;"technician";"married";"secondary";"no";712;"yes";"no";"cellular";18;"nov";291;2;-1;0;"unknown";"no"
25264;"Gustavo";"Branco Simões";39;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";633;2;-1;0;"unknown";"no"
25265;"Luísa";"Ribeiro Matos";38;"services";"married";"unknown";"no";4644;"yes";"no";"telephone";18;"nov";55;2;-1;0;"unknown";"no"
25266;"Sílvia";"Cunha Torres";49;"management";"married";"tertiary";"no";1430;"no";"no";"cellular";18;"nov";231;2;-1;0;"unknown";"no"
25267;"Renato";"Valente Maia";36;"management";"married";"tertiary";"no";521;"no";"yes";"cellular";18;"nov";135;2;152;1;"other";"no"
25268;"Eva";"Correia Ramos";33;"services";"married";"secondary";"no";703;"no";"no";"cellular";18;"nov";160;2;-1;0;"unknown";"no"
25269;"Rúben";"Monteiro Morais";34;"admin.";"single";"tertiary";"no";1199;"no";"no";"telephone";18;"nov";67;7;-1;0;"unknown";"no"
25270;"Zélia";"Barros Santos";55;"retired";"divorced";"tertiary";"no";816;"no";"no";"cellular";18;"nov";113;3;-1;0;"unknown";"no"
25271;"Gaspar";"Almeida Coelho";39;"unemployed";"married";"tertiary";"no";1108;"yes";"no";"cellular";18;"nov";191;2;-1;0;"unknown";"no"
25272;"Pedro";"Leite Fernandes";41;"blue-collar";"divorced";"secondary";"no";-90;"yes";"no";"cellular";18;"nov";103;6;-1;0;"unknown";"no"
25273;"Madalena";"Ramos Vaz";31;"management";"single";"tertiary";"no";874;"yes";"no";"cellular";18;"nov";190;2;-1;0;"unknown";"no"
25274;"Manuela";"Pires Ribeiro";40;"admin.";"single";"secondary";"no";2854;"yes";"no";"cellular";18;"nov";354;2;169;1;"failure";"no"
25275;"Wilson";"Sampaio Raposo";30;"services";"divorced";"secondary";"no";0;"yes";"yes";"cellular";18;"nov";174;2;111;3;"failure";"no"
25276;"Gabriela";"Valente Abreu";37;"management";"married";"tertiary";"no";-666;"yes";"no";"cellular";18;"nov";204;2;-1;0;"unknown";"no"
25277;"Joana";"Leal Rebelo";34;"blue-collar";"married";"secondary";"no";932;"no";"yes";"cellular";18;"nov";148;2;132;1;"other";"no"
25278;"Roberto";"Azevedo Pacheco";57;"self-employed";"married";"secondary";"no";380;"no";"no";"cellular";18;"nov";878;2;-1;0;"unknown";"no"
25279;"Leonardo";"Cordeiro Caetano";42;"management";"single";"tertiary";"no";1113;"yes";"yes";"cellular";18;"nov";89;2;162;12;"failure";"no"
